,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
399,1707,Midfielder,LaLiga 2,A. Ochoa,Málaga,32,1024,0,12.0,5,0,18,4,3,3,3,65,401,312,48,17,2,16,0.0,0.0,0.0,0,0.0,1.05,0.44,5.71,35.24,27.42,4.22,1.49,0.18,1.41,1.58,0.35,0.26,0.26,0.26,0.0,77.81,45.0,53.35,48.84,32.09,47.05,,45.77,26.51,Defensive Midfielder
400,1708,Midfielder,LaLiga 2,A. Martín,Mirandés,36,1642,1,23.0,6,2,30,17,15,24,4,91,575,451,68,18,2,14,0.0,0.11,0.05,3,0.16,1.26,0.33,4.99,31.52,24.72,3.73,0.99,0.11,0.77,1.64,0.93,0.82,1.32,0.22,0.0,78.43,63.94,50.22,45.86,51.57,60.25,,52.96,54.18,Defensive Midfielder
409,1943,Defender,Liga Portugal 2,R. Alves,Chaves,5,450,0,4.0,3,2,5,33,4,18,1,24,161,127,32,2,0,1,0.0,0.4,0.0,2,0.4,0.8,0.6,4.8,32.2,25.4,6.4,0.4,0.0,0.2,1.0,6.6,0.8,3.6,0.2,0.0,78.88,98.8,33.02,49.92,52.82,77.23,,58.66,65.85,Centerback
411,1945,Defender,Liga Portugal 2,R. Rossi,CD Mafra,5,450,0,3.0,0,0,4,26,6,12,0,18,206,169,39,0,0,2,0.0,0.0,0.0,0,0.0,0.6,0.0,3.6,41.2,33.8,7.8,0.0,0.0,0.4,0.8,5.2,1.2,2.4,0.0,0.0,82.04,27.62,37.74,52.63,56.02,52.96,,51.33,43.6,Centerback
413,1947,Defender,Liga Portugal 2,Carraça,Chaves,5,450,1,5.0,1,0,7,7,6,7,3,20,188,150,15,44,0,5,0.0,0.0,0.2,1,0.2,1.0,0.2,4.0,37.6,30.0,3.0,8.8,0.0,1.0,1.4,1.4,1.2,1.4,0.6,0.0,79.79,43.72,77.26,53.24,46.04,43.29,,49.8,38.11,Fullback
421,1955,Defender,Liga Portugal 2,A. Correia,Académico Viseu FC,5,450,1,4.0,1,0,9,21,7,5,1,16,272,236,50,2,1,3,0.0,0.0,0.2,1,0.2,0.8,0.2,3.2,54.4,47.2,10.0,0.4,0.2,0.6,1.8,4.2,1.4,1.0,0.2,0.0,86.76,43.72,85.53,77.67,69.15,27.44,,60.79,73.48,Centerback
424,1958,Defender,Liga Portugal 2,B. Rodrigues,Chaves,5,450,0,3.0,2,0,10,25,3,5,1,18,224,189,35,0,0,1,0.0,0.0,0.0,0,0.0,0.6,0.4,3.6,44.8,37.8,7.0,0.0,0.0,0.2,2.0,5.0,0.6,1.0,0.2,0.0,84.38,49.53,33.02,56.44,56.23,30.55,,47.2,29.88,Centerback
465,1999,Forward,Liga Portugal 2,T. Monteiro,Rio Ave,6,450,0,9.0,4,2,1,6,1,19,2,33,92,66,3,0,1,6,0.0,0.4,0.0,2,0.4,1.8,0.8,6.6,18.4,13.2,0.6,0.0,0.2,1.2,0.2,1.2,0.2,3.8,0.4,0.0,71.74,68.17,48.01,38.15,38.78,77.38,,57.07,61.26,Target Man
482,2016,Goalkeeper,Liga Portugal 2,Vozinha,Chaves,5,450,0,0.0,0,0,0,5,0,5,0,7,157,113,70,0,0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,1.4,31.4,22.6,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,71.97,,,,,,81.13,56.79,87.39,Sweeper Keeper
485,2019,Goalkeeper,Liga Portugal 2,M. Fraisl,CD Mafra,5,450,0,0.0,0,0,0,6,0,2,0,3,147,97,91,0,0,0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.6,29.4,19.4,18.2,0.0,0.0,0.0,0.0,1.2,0.0,0.4,0.0,3.2,65.99,,,,,,83.04,58.13,90.0,Shot Stopper
493,2027,Goalkeeper,Liga Portugal 2,G. Tabuaço,Leixões SC,5,450,0,0.0,0,0,0,13,1,6,0,8,168,124,74,0,0,1,12.0,0.0,0.0,0,0.0,0.0,0.0,1.6,33.6,24.8,14.8,0.0,0.0,0.2,0.0,2.6,0.2,1.2,0.0,2.4,73.81,,,,,,66.26,46.38,67.83,Sweeper Keeper
494,2028,Goalkeeper,Liga Portugal 2,G. Ribeiro,FC Porto B,5,450,0,0.0,0,0,1,24,0,1,0,4,130,86,62,0,0,0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.8,26.0,17.2,12.4,0.0,0.0,0.0,0.2,4.8,0.0,0.2,0.0,2.0,66.15,,,,,,46.87,32.81,39.13,All-round Goalkeeper
499,2033,Midfielder,Liga Portugal 2,M. Paulo,Académica Coimbra,6,493,0,3.0,0,0,7,16,5,6,1,24,212,174,25,3,0,5,0.0,0.0,0.0,0,0.0,0.55,0.0,4.38,38.7,31.76,4.56,0.55,0.0,0.91,1.28,2.92,0.91,1.1,0.18,0.0,82.08,20.62,32.55,54.42,61.66,48.85,,44.49,23.92,Defensive Midfielder
542,2342,Defender,Ligue 2,V. Sasso,USL Dunkerque,13,1160,0,13.0,1,0,8,55,15,29,4,50,1118,1048,37,1,1,5,0.0,0.0,0.0,0,0.0,1.01,0.08,3.88,86.74,81.31,2.87,0.08,0.08,0.39,0.62,4.27,1.16,2.25,0.31,0.0,93.74,35.9,45.98,62.61,49.45,53.2,,52.0,44.21,Centerback
544,2344,Defender,Ligue 2,Abner,USL Dunkerque,15,1065,2,3.0,0,0,13,25,11,8,1,55,529,461,38,27,2,8,0.0,0.0,0.17,2,0.17,0.25,0.0,4.65,44.7,38.96,3.21,2.28,0.17,0.68,1.1,2.11,0.93,0.68,0.08,0.0,87.15,27.62,85.22,66.58,36.4,34.27,,46.35,27.44,Fullback
545,2345,Defender,Ligue 2,G. Paquiez,Grenoble Foot 38,15,1308,1,4.0,1,0,30,53,25,18,1,65,593,508,59,12,0,8,0.0,0.0,0.07,1,0.07,0.28,0.07,4.47,40.8,34.95,4.06,0.83,0.0,0.55,2.06,3.65,1.72,1.24,0.07,0.0,85.67,34.98,65.08,60.67,72.56,43.05,,60.18,71.65,Fullback
548,2348,Defender,Ligue 2,P. Lemonnier,Guingamp,12,681,0,3.0,1,1,5,57,16,37,1,54,443,370,70,0,0,1,0.0,0.13,0.0,1,0.13,0.4,0.13,7.14,58.55,48.9,9.25,0.0,0.0,0.13,0.66,7.53,2.11,4.89,0.13,0.0,83.52,81.39,31.23,58.73,71.07,94.51,,70.99,95.73,Centerback
549,2349,Defender,Ligue 2,Y. Salmier,Le Havre,14,1260,0,5.0,1,1,12,76,14,20,0,47,810,702,98,3,2,3,0.0,0.07,0.0,1,0.07,0.36,0.07,3.36,57.86,50.14,7.0,0.21,0.14,0.21,0.86,5.43,1.0,1.43,0.0,0.0,86.67,67.21,44.22,69.59,52.94,38.23,,52.44,46.34,Centerback
551,2351,Defender,Ligue 2,F. Bohnert,Bastia,15,765,0,1.0,0,0,16,25,12,7,0,41,350,283,42,27,1,9,0.0,0.0,0.0,0,0.0,0.12,0.0,4.82,41.18,33.29,4.94,3.18,0.12,1.06,1.88,2.94,1.41,0.82,0.0,0.0,80.86,27.62,54.84,57.55,63.08,38.35,,53.19,50.0,Fullback
552,2352,Defender,Ligue 2,A. Georgen,USL Dunkerque,15,1268,0,6.0,0,0,27,27,19,18,4,77,766,662,64,40,2,16,0.0,0.0,0.0,0,0.0,0.43,0.0,5.47,54.37,46.99,4.54,2.84,0.14,1.14,1.92,1.92,1.35,1.28,0.28,0.0,86.42,27.62,55.73,69.28,57.02,54.42,,57.22,62.2,Fullback
553,2353,Defender,Ligue 2,J. Ruiz,Pau FC,14,964,1,6.0,0,0,8,51,10,22,3,37,563,498,81,0,0,3,0.0,0.0,0.09,1,0.09,0.56,0.0,3.45,52.56,46.49,7.56,0.0,0.0,0.28,0.75,4.76,0.93,2.05,0.28,0.0,88.45,27.62,62.49,67.45,45.95,47.93,,51.48,43.9,Centerback
554,2354,Defender,Ligue 2,O. Sangante,USL Dunkerque,15,1350,0,7.0,0,0,21,50,9,19,0,54,1250,1068,213,7,0,2,0.0,0.0,0.0,0,0.0,0.47,0.0,3.6,83.33,71.2,14.2,0.47,0.0,0.13,1.4,3.33,0.6,1.27,0.0,0.0,85.44,27.62,31.23,76.33,40.22,36.77,,45.05,25.3,Centerback
556,2356,Defender,Ligue 2,T. De Smet,Paris FC,15,1298,2,5.0,2,0,32,39,23,12,1,67,696,579,72,29,2,9,0.0,0.0,0.14,2,0.14,0.35,0.14,4.65,48.26,40.15,4.99,2.01,0.14,0.62,2.22,2.7,1.59,0.83,0.07,0.0,83.19,39.97,82.89,59.57,66.8,36.46,,58.04,63.72,Fullback
557,2357,Defender,Ligue 2,A. Hakim Abdallah,Guingamp,15,1060,4,12.0,3,0,13,20,9,7,3,37,393,282,77,78,5,24,0.0,0.0,0.34,4,0.34,1.02,0.25,3.14,33.37,23.94,6.54,6.62,0.42,2.04,1.1,1.7,0.76,0.59,0.25,0.0,71.76,46.14,97.58,50.53,29.89,19.51,,39.01,17.68,Fullback
558,2358,Defender,Ligue 2,G. Akueson,Bastia,13,1022,0,2.0,2,0,22,63,29,34,0,72,466,393,67,0,0,0,0.0,0.0,0.0,0,0.0,0.18,0.18,6.34,41.04,34.61,5.9,0.0,0.0,0.0,1.94,5.55,2.55,2.99,0.0,0.0,84.33,42.21,26.73,52.74,83.03,81.95,,69.03,93.29,Centerback
559,2359,Defender,Ligue 2,O. Kanté,Pau FC,15,679,0,0.0,0,0,19,30,6,11,0,40,364,310,47,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.3,48.25,41.09,6.23,0.0,0.0,0.0,2.52,3.98,0.8,1.46,0.0,0.0,85.16,27.62,26.73,55.87,60.73,56.65,,53.68,51.83,Centerback
562,2362,Defender,Ligue 2,D. Guidi,Bastia,14,895,0,3.0,1,1,12,49,10,24,0,43,511,432,99,2,0,3,0.0,0.1,0.0,1,0.1,0.3,0.1,4.32,51.39,43.44,9.96,0.2,0.0,0.3,1.21,4.93,1.01,2.41,0.0,0.0,84.54,74.89,35.99,69.93,56.2,59.42,,58.67,66.16,Centerback
563,2363,Defender,Ligue 2,C. Vidal,Grenoble Foot 38,16,1440,0,11.0,1,0,7,110,14,47,4,65,660,553,148,0,0,0,0.0,0.0,0.0,0,0.0,0.69,0.06,4.06,41.25,34.56,9.25,0.0,0.0,0.0,0.44,6.88,0.88,2.94,0.25,0.0,83.79,34.34,26.73,59.95,52.11,63.35,,53.06,48.17,Centerback
564,2364,Defender,Ligue 2,A. Sissoko,Guingamp,9,765,0,2.0,1,0,8,26,16,4,0,26,532,475,48,31,3,6,0.0,0.0,0.0,0,0.0,0.24,0.12,3.06,62.59,55.88,5.65,3.65,0.35,0.71,0.94,3.06,1.88,0.47,0.0,0.0,89.29,38.6,54.84,80.95,54.38,17.87,,49.82,38.41,Fullback
566,2366,Defender,Ligue 2,A. Roncaglia,Bastia,15,918,0,7.0,1,0,10,51,6,26,1,39,486,424,57,1,0,4,0.0,0.0,0.0,0,0.0,0.69,0.1,3.82,47.65,41.57,5.59,0.1,0.0,0.39,0.98,5.0,0.59,2.55,0.1,0.0,87.24,37.23,37.32,65.32,41.01,55.79,,49.01,34.76,Centerback
567,2367,Defender,Ligue 2,M. Mbow,Paris FC,15,1336,0,7.0,4,2,24,71,15,31,0,70,966,884,127,0,0,0,0.0,0.13,0.0,2,0.13,0.47,0.27,4.72,65.07,59.55,8.56,0.0,0.0,0.0,1.62,4.78,1.01,2.09,0.0,0.0,91.51,89.07,26.73,73.48,61.48,60.03,,61.42,74.7,Centerback
568,2368,Defender,Ligue 2,S. Muzalimoja Mambo,Grenoble Foot 38,11,477,1,1.0,0,0,11,26,6,19,0,37,254,207,38,1,1,2,0.0,0.0,0.19,1,0.19,0.19,0.0,6.98,47.92,39.06,7.17,0.19,0.19,0.38,2.08,4.91,1.13,3.58,0.0,0.0,81.5,27.62,81.53,55.98,70.21,90.27,,71.38,96.65,Centerback
570,2370,Defender,Ligue 2,S. Delos,Grenoble Foot 38,16,1217,2,6.0,3,2,25,41,9,13,2,75,343,278,26,42,3,11,0.0,0.15,0.15,4,0.3,0.44,0.22,5.55,25.37,20.56,1.92,3.11,0.22,0.81,1.85,3.03,0.67,0.96,0.15,0.0,81.05,89.98,87.2,50.69,45.83,46.71,,53.37,50.61,Fullback
571,2371,Defender,Ligue 2,A. Tchaptchet,Grenoble Foot 38,15,1004,0,0.0,0,0,14,48,16,12,0,32,494,404,79,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.87,44.28,36.22,7.08,0.09,0.0,0.0,1.25,4.3,1.43,1.08,0.0,0.0,81.78,27.62,26.73,54.99,62.47,26.55,,46.68,28.35,Centerback
574,2374,Defender,Ligue 2,L. Mouyokolo,Grenoble Foot 38,16,1440,0,8.0,3,1,25,99,12,43,3,76,544,469,88,0,0,3,0.0,0.06,0.0,1,0.06,0.5,0.19,4.75,34.0,29.31,5.5,0.0,0.0,0.19,1.56,6.19,0.75,2.69,0.19,0.0,86.21,72.74,32.6,56.4,58.13,66.8,,58.13,64.94,Centerback
575,2375,Defender,Ligue 2,D. Gomis,Guingamp,13,1141,0,4.0,1,1,27,73,6,39,1,84,780,707,62,1,1,3,0.0,0.08,0.0,1,0.08,0.32,0.08,6.63,61.52,55.77,4.89,0.08,0.08,0.24,2.13,5.76,0.47,3.08,0.08,0.0,90.64,69.73,43.39,66.31,59.09,85.61,,66.13,87.5,Centerback
576,2376,Defender,Ligue 2,J. Gaudin,Paris FC,11,791,1,2.0,0,0,16,24,11,15,1,49,430,332,92,61,2,13,0.0,0.0,0.11,1,0.11,0.23,0.0,5.58,48.93,37.77,10.47,6.94,0.23,1.48,1.82,2.73,1.25,1.71,0.11,0.0,77.21,27.62,87.76,67.0,58.21,63.41,,62.69,78.66,Fullback
577,2377,Defender,Ligue 2,M. Xantippe,Grenoble Foot 38,16,1303,1,4.0,2,2,33,49,19,14,1,68,392,293,29,32,3,17,0.0,0.14,0.07,3,0.21,0.28,0.14,4.7,27.08,20.24,2.0,2.21,0.21,1.17,2.28,3.38,1.31,0.97,0.07,0.0,74.74,83.61,81.89,37.61,67.96,39.6,,56.98,61.59,Fullback
579,2379,Defender,Ligue 2,Y. Koré,Paris FC,13,810,0,3.0,2,1,13,37,5,10,1,35,468,391,61,14,0,2,0.0,0.11,0.0,1,0.11,0.33,0.22,3.89,52.0,43.44,6.78,1.56,0.0,0.22,1.44,4.11,0.56,1.11,0.11,0.0,83.55,84.97,33.74,65.59,44.47,34.48,,47.15,29.57,Centerback
580,2380,Defender,Ligue 2,N. Galves,Rodez AF,16,981,0,8.0,2,1,13,9,10,14,4,53,246,171,40,115,5,33,0.0,0.09,0.0,1,0.09,0.73,0.18,4.86,22.57,15.69,3.67,10.55,0.46,3.03,1.19,0.83,0.92,1.28,0.37,0.0,69.51,77.96,62.11,40.4,33.84,49.42,,44.08,23.48,Fullback
582,2382,Defender,Ligue 2,L. Sy,Auxerre,13,867,0,2.0,0,0,16,19,9,3,1,38,358,298,40,27,1,4,0.0,0.0,0.0,0,0.0,0.21,0.0,3.94,37.16,30.93,4.15,2.8,0.1,0.42,1.66,1.97,0.93,0.31,0.1,0.0,83.24,27.62,47.9,58.69,44.41,22.99,,41.42,19.82,Fullback
585,2385,Defender,Ligue 2,Z. Ariss,Bastia,13,1010,0,12.0,6,1,27,44,22,21,5,81,477,375,65,31,3,10,0.0,0.09,0.0,1,0.09,1.07,0.53,7.22,42.5,33.42,5.79,2.76,0.27,0.89,2.41,3.92,1.96,1.87,0.45,0.0,78.62,86.83,56.49,54.65,78.47,73.08,,70.58,95.12,Fullback
586,2386,Defender,Ligue 2,S. Nair,Guingamp,14,1260,0,17.0,4,0,19,53,23,60,3,115,977,871,113,0,0,4,0.0,0.0,0.0,0,0.0,1.21,0.29,8.21,69.79,62.21,8.07,0.0,0.0,0.29,1.36,3.79,1.64,4.29,0.21,0.0,89.15,47.56,35.72,70.73,64.25,95.37,,69.64,94.51,Centerback
587,2387,Defender,Ligue 2,T. Meynadier,Bastia,15,1002,0,9.0,1,0,17,37,16,12,3,51,426,355,53,29,0,6,0.0,0.0,0.0,0,0.0,0.81,0.09,4.58,38.26,31.89,4.76,2.6,0.0,0.54,1.53,3.32,1.44,1.08,0.27,0.0,83.33,36.68,40.07,60.75,61.28,40.76,,52.69,47.26,Fullback
589,2389,Defender,Ligue 2,S. Bakayoko,Amiens SC,14,801,0,2.0,1,1,10,47,6,11,0,29,323,281,38,0,0,0,0.0,0.11,0.0,1,0.11,0.22,0.11,3.26,36.29,31.57,4.27,0.0,0.0,0.0,1.12,5.28,0.67,1.24,0.0,0.0,87.0,77.56,26.73,53.96,47.71,33.17,,44.72,24.09,Centerback
590,2390,Defender,Ligue 2,J. Kalulu Kyatengwa,Pau FC,15,754,0,4.0,0,0,12,13,7,2,3,25,326,269,25,43,3,13,0.0,0.0,0.0,0,0.0,0.48,0.0,2.98,38.91,32.11,2.98,5.13,0.36,1.55,1.43,1.55,0.84,0.24,0.36,0.0,82.52,27.62,59.89,57.55,37.93,14.76,,37.74,16.16,Fullback
593,2393,Forward,Ligue 2,G. Courtet,Valenciennes,16,1186,4,23.0,12,3,12,10,3,46,5,72,270,164,9,3,3,15,0.0,0.23,0.3,7,0.53,1.75,0.91,5.46,20.49,12.45,0.68,0.23,0.23,1.14,0.91,0.76,0.23,3.49,0.38,0.0,60.74,60.31,80.55,28.61,61.3,68.06,,62.45,70.68,Target Man
594,2394,Forward,Ligue 2,A. Kanté,USL Dunkerque,16,1093,1,19.0,8,5,4,5,5,21,4,60,185,138,2,2,1,8,0.0,0.41,0.08,6,0.49,1.56,0.66,4.94,15.23,11.36,0.16,0.16,0.08,0.66,0.33,0.41,0.41,1.73,0.33,0.0,74.59,65.45,50.52,44.2,46.79,53.82,,55.69,56.54,Target Man
595,2395,Forward,Ligue 2,A. Gory,Paris FC,14,821,1,17.0,8,3,15,4,3,5,3,42,236,193,5,23,5,17,0.0,0.33,0.11,4,0.44,1.86,0.88,4.6,25.87,21.16,0.55,2.52,0.55,1.86,1.64,0.44,0.33,0.55,0.33,0.0,81.78,66.65,77.38,73.51,77.63,40.21,,68.8,84.82,Creative Forward
596,2396,Forward,Ligue 2,L. Mafouta,Guingamp,14,1066,3,26.0,13,3,4,8,4,25,6,54,235,159,5,6,2,9,0.0,0.25,0.25,6,0.51,2.2,1.1,4.56,19.84,13.42,0.42,0.51,0.17,0.76,0.34,0.68,0.34,2.11,0.51,0.0,67.66,67.07,69.71,41.35,46.77,52.88,,61.57,67.54,Target Man
597,2397,Forward,Ligue 2,P. Hamel,Paris FC,12,561,0,20.0,5,3,9,3,1,28,6,40,105,72,6,1,0,6,0.0,0.48,0.0,3,0.48,3.21,0.8,6.42,16.84,11.55,0.96,0.16,0.0,0.96,1.44,0.48,0.16,4.49,0.96,0.0,68.57,73.35,33.95,42.16,65.01,78.43,,56.94,59.69,Target Man
598,2398,Forward,Ligue 2,K. Djoco,Sochaux,16,732,0,16.0,8,1,8,4,2,31,3,55,207,135,3,6,0,3,0.0,0.12,0.0,1,0.12,1.97,0.98,6.76,25.45,16.6,0.37,0.74,0.0,0.37,0.98,0.49,0.25,3.81,0.37,0.0,65.22,55.5,25.63,39.27,63.95,78.53,,46.83,37.7,Target Man
599,2399,Forward,Ligue 2,J. Krasso,Paris FC,14,1128,3,37.0,15,9,21,8,3,31,10,96,295,214,24,10,4,13,0.0,0.72,0.24,12,0.96,2.95,1.2,7.66,23.54,17.07,1.91,0.8,0.32,1.04,1.68,0.64,0.24,2.47,0.8,0.0,72.54,90.37,77.7,62.07,75.31,78.32,,80.36,97.38,Target Man
603,2403,Forward,Ligue 2,Y. Diaby,Grenoble Foot 38,16,966,3,26.0,12,0,12,7,2,19,9,60,237,188,3,3,3,8,0.0,0.0,0.28,3,0.28,2.42,1.12,5.59,22.08,17.52,0.28,0.28,0.28,0.75,1.12,0.65,0.19,1.77,0.84,0.0,79.32,44.35,73.69,52.25,63.46,61.57,,57.01,60.73,Target Man
605,2405,Forward,Ligue 2,I. Baldé,Rodez AF,15,671,1,18.0,9,3,3,5,0,12,2,28,108,71,4,1,2,9,0.0,0.4,0.13,4,0.54,2.41,1.21,3.76,14.49,9.52,0.54,0.13,0.27,1.21,0.4,0.67,0.0,1.61,0.27,0.0,65.74,80.52,71.99,33.0,29.74,40.73,,64.32,76.96,Target Man
606,2406,Forward,Ligue 2,A. Hemia,Guingamp,10,626,2,17.0,9,3,11,3,2,5,3,39,332,275,36,47,3,19,0.0,0.43,0.29,5,0.72,2.44,1.29,5.61,47.73,39.54,5.18,6.76,0.43,2.73,1.58,0.43,0.29,0.72,0.43,0.0,82.83,83.4,91.88,92.25,75.77,52.04,,83.76,98.43,Creative Forward
611,2411,Goalkeeper,Ligue 2,J. Placide,Bastia,16,1440,0,0.0,0,0,0,15,0,2,0,2,438,267,274,0,0,0,39.0,0.0,0.0,0,0.0,0.0,0.0,0.12,27.37,16.69,17.12,0.0,0.0,0.0,0.0,0.94,0.0,0.12,0.0,2.44,60.96,,,,,,52.74,36.92,46.96,All-round Goalkeeper
612,2412,Goalkeeper,Ligue 2,A. Ortolá,Guingamp,10,900,0,0.0,0,0,0,18,0,0,0,2,527,450,154,0,0,0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.2,52.7,45.0,15.4,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.8,85.39,,,,,,54.04,37.83,50.0,All-round Goalkeeper
616,2416,Goalkeeper,Ligue 2,E. Basilio,Nancy,15,1350,0,0.0,0,0,0,23,0,2,0,3,371,254,208,0,0,1,45.0,0.0,0.0,0,0.0,0.0,0.0,0.2,24.73,16.93,13.87,0.0,0.0,0.07,0.0,1.53,0.0,0.13,0.0,3.0,68.46,,,,,,67.43,47.2,68.7,All-round Goalkeeper
617,2417,Goalkeeper,Ligue 2,A. Mandrea,Caen,14,1170,0,0.0,0,0,0,15,1,2,0,5,369,254,214,0,0,0,31.0,0.0,0.0,0,0.0,0.0,0.0,0.38,28.38,19.54,16.46,0.0,0.0,0.0,0.0,1.15,0.08,0.15,0.0,2.38,68.83,,,,,,51.57,36.1,44.35,All-round Goalkeeper
618,2418,Goalkeeper,Ligue 2,M. Diaw,Le Havre,11,990,0,0.0,0,0,1,8,0,3,0,6,313,186,201,0,0,1,24.0,0.0,0.0,0,0.0,0.0,0.0,0.55,28.45,16.91,18.27,0.0,0.0,0.09,0.09,0.73,0.0,0.27,0.0,2.18,59.42,,,,,,52.78,36.95,47.83,All-round Goalkeeper
619,2419,Goalkeeper,Ligue 2,L. M'Pasi,Le Havre,16,450,0,0.0,0,0,0,7,0,2,0,2,85,65,40,0,0,0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.4,17.0,13.0,8.0,0.0,0.0,0.0,0.0,1.4,0.0,0.4,0.0,1.6,76.47,,,,,,51.09,35.76,43.48,All-round Goalkeeper
624,2424,Goalkeeper,Ligue 2,O. Nkambadio,Paris FC,16,1388,0,0.0,0,0,0,18,0,3,0,8,539,442,170,0,0,0,33.0,0.0,0.0,0,0.0,0.0,0.0,0.52,34.95,28.66,11.02,0.0,0.0,0.0,0.0,1.17,0.0,0.19,0.0,2.14,82.0,,,,,,48.35,33.84,40.87,All-round Goalkeeper
625,2425,Goalkeeper,Ligue 2,M. Diop,Grenoble Foot 38,16,1350,0,0.0,0,0,1,6,0,5,0,10,401,229,289,0,0,0,67.0,0.0,0.0,0,0.0,0.0,0.0,0.67,26.73,15.27,19.27,0.0,0.0,0.0,0.07,0.4,0.0,0.33,0.0,4.47,57.11,,,,,,90.39,63.27,98.26,Shot Stopper
628,2428,Midfielder,Ligue 2,Y. M'Vila,Caen,12,877,0,7.0,3,1,23,32,11,17,0,55,550,474,93,10,0,8,0.0,0.1,0.0,1,0.1,0.72,0.31,5.64,56.44,48.64,9.54,1.03,0.0,0.82,2.36,3.28,1.13,1.74,0.0,0.0,86.18,61.6,31.14,74.11,82.42,74.33,,63.18,87.32,Defensive Midfielder
630,2430,Midfielder,Ligue 2,M. Barreto,Dijon,14,1114,4,15.0,4,1,23,7,6,7,2,60,525,404,78,54,5,24,0.0,0.08,0.32,5,0.4,1.21,0.32,4.85,42.41,32.64,6.3,4.36,0.4,1.94,1.86,0.57,0.48,0.57,0.16,0.0,76.95,60.6,92.05,62.71,43.26,41.02,,62.58,84.15,Attacking Midfielder
631,2431,Midfielder,Ligue 2,T. Monconduit,Amiens SC,10,776,0,9.0,2,0,11,27,10,4,4,24,349,291,44,0,0,3,0.0,0.0,0.0,0,0.0,1.04,0.23,2.78,40.48,33.75,5.1,0.0,0.0,0.35,1.28,3.13,1.16,0.46,0.46,0.0,83.38,35.4,22.67,52.77,66.11,18.24,,40.13,16.71,Defensive Midfielder
632,2432,Midfielder,Ligue 2,C. Vincent,Bastia,14,794,0,21.0,9,4,11,8,2,4,9,21,281,238,31,34,0,8,0.0,0.45,0.0,4,0.45,2.38,1.02,2.38,31.85,26.98,3.51,3.85,0.0,0.91,1.25,0.91,0.23,0.45,1.02,0.0,84.7,95.24,32.55,70.55,32.38,17.32,,49.14,35.16,Attacking Midfielder
633,2433,Midfielder,Ligue 2,O. Orinel,Nîmes Olympique,10,665,1,13.0,7,3,18,9,12,5,1,44,240,194,23,11,0,7,0.0,0.41,0.14,4,0.54,1.76,0.95,5.95,32.48,26.26,3.11,1.49,0.0,0.95,2.44,1.22,1.62,0.68,0.14,0.0,80.83,93.39,53.74,50.26,74.67,56.92,,63.48,88.47,Defensive Midfielder
634,2434,Midfielder,Ligue 2,J. Eickmayer,Bastia,11,505,0,5.0,1,0,3,5,2,1,0,12,202,175,14,10,0,2,0.0,0.0,0.0,0,0.0,0.89,0.18,2.14,36.0,31.19,2.5,1.78,0.0,0.36,0.53,0.89,0.36,0.18,0.0,0.0,86.63,33.13,22.82,64.08,26.69,12.59,,33.92,10.66,Defensive Midfielder
635,2435,Midfielder,Ligue 2,M. López,Paris FC,14,1246,5,13.0,3,1,29,12,15,1,4,60,1273,1135,129,62,7,35,0.0,0.07,0.36,6,0.43,0.94,0.22,4.33,91.95,81.98,9.32,4.48,0.51,2.53,2.09,0.87,1.08,0.07,0.29,0.0,89.16,53.98,95.73,91.71,61.99,27.92,,71.54,98.56,Attacking Midfielder
636,2436,Midfielder,Ligue 2,Y. Demoncy,Guingamp,16,1269,2,12.0,5,4,15,9,4,9,3,52,495,388,23,103,3,27,0.0,0.28,0.14,6,0.43,0.85,0.35,3.69,35.11,27.52,1.63,7.3,0.21,1.91,1.06,0.64,0.28,0.64,0.21,0.0,78.38,77.68,80.44,51.82,27.28,29.7,,54.63,60.52,Attacking Midfielder
637,2437,Midfielder,Ligue 2,D. Louiserre,Guingamp,14,1207,0,12.0,5,0,30,23,8,10,5,52,879,805,64,7,0,8,0.0,0.0,0.0,0,0.0,0.89,0.37,3.88,65.54,60.02,4.77,0.52,0.0,0.6,2.24,1.71,0.6,0.75,0.37,0.0,91.58,42.6,26.3,71.1,61.69,36.04,,48.48,33.43,Defensive Midfielder
