,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
81,251,Defender,Bundesliga,M. Rosenfelder,SC Freiburg,27,1243,0,5.0,1,1,0.39,0.39,0.21,27,63,7,12,2,67,634,554,41,9,2,5,0.0,0.07,0.0,1,0.07,0.36,0.07,4.85,45.91,40.11,2.97,0.65,0.14,0.36,1.95,4.56,0.51,0.87,0.14,0.0,0.03,0.03,0.02,87.38,44.86,48.13,54.44,50.04,40.85,,48.17,36.21,Centerback
82,252,Defender,Bundesliga,J. Makengo,SC Freiburg,31,753,0,0.0,0,0,0.0,0.0,0.46,16,27,7,5,0,31,244,206,16,25,1,2,0.0,0.0,0.0,0,0.0,0.0,0.0,3.71,29.16,24.62,1.91,2.99,0.12,0.24,1.91,3.23,0.84,0.6,0.0,0.0,0.0,0.0,0.06,84.43,11.85,61.21,49.75,49.55,23.0,,42.23,20.26,Fullback
85,255,Defender,Bundesliga,T. Oermann,Bayer 04 Leverkusen,32,2133,2,8.0,0,0,0.16,0.15,0.72,48,55,20,26,2,88,828,695,110,14,0,6,0.0,0.0,0.08,2,0.08,0.34,0.0,3.71,34.94,29.32,4.64,0.59,0.0,0.25,2.03,2.32,0.84,1.1,0.08,0.0,0.01,0.01,0.03,83.94,22.51,40.13,50.19,43.34,32.89,,40.73,17.03,Centerback
86,256,Defender,Bundesliga,K. Nedeljković,RB Leipzig,14,477,0,4.0,0,0,0.52,0.52,0.61,11,11,2,0,1,13,178,161,12,17,0,3,0.0,0.0,0.0,0,0.0,0.75,0.0,2.45,33.58,30.38,2.26,3.21,0.0,0.57,2.08,2.08,0.38,0.0,0.19,0.0,0.1,0.1,0.12,90.45,69.0,69.97,69.26,33.45,7.95,,39.67,15.83,Fullback
87,257,Defender,Bundesliga,N. Brown,Eintracht Frankfurt,28,1953,6,13.0,5,3,2.18,2.18,4.6,71,45,15,6,4,109,688,590,48,92,11,40,0.0,0.14,0.28,9,0.41,0.6,0.23,5.02,31.71,27.19,2.21,4.24,0.51,1.84,3.27,2.07,0.69,0.28,0.18,0.0,0.1,0.1,0.21,85.76,88.02,97.21,55.76,45.65,33.26,,51.85,45.92,Fullback
89,259,Defender,Bundesliga,Arthur,Bayer 04 Leverkusen,31,765,1,1.0,0,0,0.06,0.06,0.98,14,26,9,10,1,35,327,269,20,16,1,2,0.0,0.0,0.12,1,0.12,0.12,0.0,4.12,38.47,31.65,2.35,1.88,0.12,0.24,1.65,3.06,1.06,1.18,0.12,0.0,0.01,0.01,0.12,82.26,22.51,72.22,42.85,52.23,38.39,,47.41,33.21,Fullback
90,260,Defender,Bundesliga,K. Koulierakis,VfL Wolfsburg,31,2476,2,22.0,3,0,0.96,0.95,0.78,40,139,33,60,2,119,1522,1275,256,13,2,10,0.0,0.0,0.07,2,0.07,0.8,0.11,4.33,55.32,46.34,9.31,0.47,0.07,0.36,1.45,5.05,1.2,2.18,0.07,0.0,0.03,0.03,0.03,83.77,47.85,51.13,60.63,64.0,61.59,,60.63,75.54,Centerback
93,263,Defender,Bundesliga,F. Jeltsch,VfB Stuttgart,13,793,0,2.0,0,0,0.05,0.05,0.34,18,24,13,12,0,37,612,565,27,3,0,2,0.0,0.0,0.0,0,0.0,0.23,0.0,4.2,69.46,64.12,3.06,0.34,0.0,0.23,2.04,2.72,1.48,1.36,0.0,0.0,0.01,0.01,0.04,92.32,22.51,44.03,65.42,62.72,43.99,,54.7,54.92,Centerback
100,270,Forward,Bundesliga,A. Kramarić,TSG Hoffenheim,32,2778,8,69.0,26,11,11.66,8.5,5.68,15,9,7,9,14,71,1165,973,66,116,6,50,0.0,0.36,0.26,19,0.62,2.24,0.84,2.3,37.74,31.52,2.14,3.76,0.19,1.62,0.49,0.29,0.23,0.29,0.45,0.0,0.38,0.28,0.18,83.52,62.12,77.93,86.75,39.88,15.76,,64.81,81.49,Creative Forward
101,271,Forward,Bundesliga,H. Kane,FC Bayern München,31,2389,8,114.0,54,26,20.47,13.38,5.55,13,16,2,30,24,86,617,498,58,13,11,35,0.0,0.98,0.3,34,1.28,4.29,2.03,3.24,23.24,18.76,2.19,0.49,0.41,1.32,0.49,0.6,0.08,1.13,0.9,0.0,0.77,0.5,0.21,80.71,96.75,82.22,68.01,33.18,33.43,,78.57,98.42,Target Man
102,272,Forward,Bundesliga,M. Gregoritsch,FC Augsburg,28,645,1,16.0,6,2,1.8,1.8,0.72,4,9,1,31,4,44,156,100,6,1,0,5,0.0,0.28,0.14,3,0.42,2.23,0.84,6.14,21.77,13.95,0.84,0.14,0.0,0.7,0.56,1.26,0.14,4.33,0.56,0.0,0.25,0.25,0.1,64.1,46.41,44.99,28.27,41.06,79.91,,46.35,32.96,Target Man
107,277,Forward,Bundesliga,T. Kleindienst,Borussia M'gladbach,31,2742,7,75.0,39,16,13.51,12.5,3.93,30,64,12,150,17,218,729,452,26,16,11,29,0.0,0.53,0.23,23,0.75,2.46,1.28,7.16,23.93,14.84,0.85,0.53,0.36,0.95,0.98,2.1,0.39,4.92,0.56,0.0,0.44,0.41,0.13,62.0,81.44,68.51,34.17,68.52,88.31,,70.51,90.74,Target Man
108,278,Forward,Bundesliga,G. Holtmann,VfL Bochum 1848,24,1100,1,31.0,8,2,2.05,2.05,2.77,24,12,16,11,9,47,283,221,24,90,6,20,0.0,0.16,0.08,3,0.25,2.54,0.65,3.85,23.15,18.08,1.96,7.36,0.49,1.64,1.96,0.98,1.31,0.9,0.74,0.0,0.17,0.17,0.23,78.09,30.63,88.56,81.67,92.16,37.79,,59.46,67.49,Creative Forward
110,280,Forward,Bundesliga,H. Tabaković,Borussia M'gladbach,30,817,1,30.0,10,3,3.35,3.35,0.92,3,16,1,45,9,60,206,133,1,4,3,9,0.0,0.33,0.11,4,0.44,3.3,1.1,6.61,22.69,14.65,0.11,0.44,0.33,0.99,0.33,1.76,0.11,4.96,0.99,0.0,0.37,0.37,0.1,64.56,69.91,63.57,27.48,31.64,84.47,,61.18,72.69,Target Man
111,281,Forward,Bundesliga,L. Höler,SC Freiburg,33,1881,4,35.0,19,6,7.79,7.18,1.73,37,34,6,81,4,164,575,386,11,14,7,22,0.0,0.29,0.19,10,0.48,1.67,0.91,7.85,27.51,18.47,0.53,0.67,0.33,1.05,1.77,1.63,0.29,3.88,0.19,0.0,0.37,0.34,0.08,67.13,63.41,59.39,37.42,81.07,88.98,,61.74,74.04,Target Man
112,282,Forward,Bundesliga,P. Schick,Bayer 04 Leverkusen,33,1694,0,68.0,34,21,12.37,11.88,0.91,6,17,4,46,10,84,365,286,2,1,1,11,0.0,1.12,0.0,21,1.12,3.61,1.81,4.46,19.39,15.19,0.11,0.05,0.05,0.58,0.32,0.9,0.21,2.44,0.53,0.0,0.66,0.63,0.05,78.36,95.37,32.63,41.21,35.59,57.22,,61.62,73.59,Target Man
113,283,Forward,Bundesliga,S. Guirassy,Borussia Dortmund,30,2601,2,90.0,37,21,22.9,19.73,3.07,7,38,4,114,22,180,625,456,17,1,7,25,0.0,0.73,0.07,23,0.8,3.11,1.28,6.23,21.63,15.78,0.59,0.03,0.24,0.87,0.24,1.31,0.14,3.94,0.76,0.0,0.79,0.68,0.11,72.96,91.6,60.72,36.35,31.24,79.91,,69.86,90.29,Target Man
114,284,Forward,Bundesliga,P. Hofmann,VfL Bochum 1848,31,2284,2,54.0,19,3,5.5,5.57,2.63,17,32,4,169,21,222,674,436,29,10,7,27,0.0,0.12,0.08,5,0.2,2.13,0.75,8.75,26.56,17.18,1.14,0.39,0.28,1.06,0.67,1.26,0.16,6.66,0.83,0.0,0.22,0.22,0.1,64.69,39.28,63.78,36.41,46.84,93.93,,52.04,46.05,Target Man
115,285,Forward,Bundesliga,M. Bülter,1. FC Köln,25,1739,2,37.0,15,7,3.67,3.17,3.37,13,13,4,18,10,91,455,334,44,84,4,22,0.0,0.36,0.1,9,0.47,1.91,0.78,4.71,23.55,17.29,2.28,4.35,0.21,1.14,0.67,0.67,0.21,0.93,0.52,0.0,0.19,0.16,0.17,73.41,36.93,72.26,71.81,47.77,47.16,,54.32,53.05,Creative Forward
116,286,Forward,Bundesliga,J. Lee,1. FSV Mainz 05,33,2661,6,40.0,15,7,5.3,5.3,4.68,42,35,35,51,9,143,1004,803,37,31,8,34,0.0,0.24,0.2,13,0.44,1.35,0.51,4.84,33.96,27.16,1.25,1.05,0.27,1.15,1.42,1.18,1.18,1.72,0.3,0.0,0.18,0.18,0.16,79.98,28.15,74.06,69.42,86.52,56.77,,53.9,51.69,Creative Forward
117,287,Forward,Bundesliga,O. Burke,1. FC Union Berlin,29,931,0,35.0,13,5,4.14,4.14,1.12,11,6,2,40,10,60,273,172,5,20,2,14,0.0,0.48,0.0,5,0.48,3.38,1.26,5.8,26.39,16.63,0.48,1.93,0.19,1.35,1.06,0.58,0.19,3.87,0.97,0.0,0.4,0.4,0.11,63.0,76.46,66.69,39.66,59.81,75.62,,67.09,85.55,Target Man
119,289,Forward,Bundesliga,D. Undav,VfB Stuttgart,27,1734,3,75.0,31,9,11.66,11.86,3.79,11,10,3,23,20,64,567,424,25,11,8,26,0.0,0.47,0.16,12,0.62,3.89,1.61,3.32,29.43,22.01,1.3,0.57,0.42,1.35,0.57,0.52,0.16,1.19,1.04,0.0,0.61,0.62,0.2,74.78,93.07,81.96,55.85,40.76,35.03,,75.74,95.94,Target Man
120,290,Forward,Bundesliga,P. Tietz,1. FSV Mainz 05,34,1684,2,52.0,20,7,6.05,5.33,1.4,11,25,5,79,8,116,478,298,15,1,2,22,0.0,0.37,0.11,9,0.48,2.78,1.07,6.2,25.55,15.93,0.8,0.05,0.11,1.18,0.59,1.34,0.27,4.22,0.43,0.0,0.32,0.28,0.07,62.34,62.89,51.9,25.2,49.6,80.05,,54.99,54.63,Target Man
121,291,Forward,Bundesliga,A. Claude-Maurice,FC Augsburg,31,2125,2,59.0,22,9,4.74,4.7,1.85,41,7,15,14,14,139,631,534,27,21,1,21,0.0,0.38,0.08,11,0.47,2.5,0.93,5.89,26.72,22.62,1.14,0.89,0.04,0.89,1.74,0.3,0.64,0.59,0.59,0.0,0.2,0.2,0.08,84.63,43.72,47.47,73.91,86.11,54.6,,52.58,46.95,Target Man
122,292,Forward,Bundesliga,J. Wind,VfL Wolfsburg,33,1976,3,40.0,13,9,5.71,4.74,4.91,10,14,6,101,10,155,601,430,30,7,9,34,0.0,0.41,0.14,12,0.55,1.82,0.59,7.06,27.37,19.59,1.37,0.32,0.41,1.55,0.46,0.64,0.27,4.6,0.46,0.0,0.26,0.22,0.22,71.55,39.77,85.9,47.05,43.08,87.22,,59.61,68.85,Target Man
123,293,Forward,Bundesliga,M. Terrier,Bayer 04 Leverkusen,15,583,1,16.0,6,2,2.45,2.45,1.68,4,1,1,11,4,26,190,160,5,5,2,9,0.0,0.31,0.15,3,0.46,2.47,0.93,4.01,29.33,24.7,0.77,0.77,0.31,1.39,0.62,0.15,0.15,1.7,0.62,0.0,0.38,0.38,0.26,84.21,65.06,84.48,69.36,41.34,47.36,,68.57,86.91,Creative Forward
124,294,Forward,Bundesliga,E. Demirović,VfB Stuttgart,34,1861,1,66.0,30,15,14.2,13.2,1.71,12,7,3,34,14,78,361,258,3,3,5,18,0.0,0.73,0.05,16,0.77,3.19,1.45,3.77,17.46,12.48,0.15,0.15,0.24,0.87,0.58,0.34,0.15,1.64,0.68,0.0,0.69,0.64,0.08,71.47,93.52,53.72,31.35,39.99,44.18,,64.65,80.59,Target Man
125,295,Forward,Bundesliga,S. Machino,Borussia M'gladbach,34,1961,2,51.0,23,11,6.43,4.28,2.58,8,26,7,27,10,70,557,401,38,35,5,28,0.0,0.5,0.09,13,0.6,2.34,1.06,3.21,25.56,18.4,1.74,1.61,0.23,1.29,0.37,1.19,0.32,1.24,0.46,0.0,0.3,0.2,0.12,71.99,59.8,69.42,60.76,44.15,34.4,,59.51,68.17,Target Man
126,296,Forward,Bundesliga,J. Burkardt,Eintracht Frankfurt,29,2120,2,72.0,30,18,14.8,13.25,2.65,15,14,1,21,13,75,489,365,27,27,4,20,0.0,0.76,0.08,20,0.85,3.06,1.27,3.18,20.76,15.5,1.15,1.15,0.17,0.85,0.64,0.59,0.04,0.89,0.55,0.0,0.63,0.56,0.11,74.64,88.83,57.38,59.38,37.95,29.68,,66.52,84.42,Target Man
127,297,Forward,Bundesliga,K. Adeyemi,Borussia Dortmund,25,1446,6,46.0,18,7,5.48,5.48,4.07,20,5,7,9,13,87,366,287,9,26,9,28,0.0,0.44,0.37,13,0.81,2.86,1.12,5.41,22.78,17.86,0.56,1.62,0.56,1.74,1.24,0.31,0.44,0.56,0.81,0.0,0.34,0.34,0.25,78.42,66.68,91.11,62.12,75.23,49.86,,72.07,92.78,Creative Forward
129,299,Forward,Bundesliga,A. Ilić,1. FC Union Berlin,16,942,0,28.0,12,7,4.89,4.1,0.16,2,6,5,53,4,63,188,110,4,3,0,6,0.0,0.67,0.0,7,0.67,2.68,1.15,6.02,17.96,10.51,0.38,0.29,0.0,0.57,0.19,0.57,0.48,5.06,0.38,0.0,0.47,0.39,0.02,58.51,80.54,20.36,23.74,42.7,79.71,,51.99,45.82,Target Man
130,300,Forward,Bundesliga,A. Hložek,TSG Hoffenheim,27,1874,3,59.0,25,8,5.54,5.22,3.17,22,18,4,41,11,125,481,341,29,20,7,22,0.0,0.38,0.14,11,0.53,2.83,1.2,6.0,23.1,16.38,1.39,0.96,0.34,1.06,1.06,0.86,0.19,1.97,0.53,0.0,0.27,0.25,0.15,70.89,61.24,71.92,53.51,60.69,69.62,,64.09,79.68,Target Man
131,301,Forward,Bundesliga,B. Hollerbach,1. FSV Mainz 05,33,2465,0,71.0,23,8,6.02,5.98,2.22,43,10,2,30,24,156,569,412,32,71,3,26,0.0,0.29,0.0,8,0.29,2.59,0.84,5.7,20.77,15.04,1.17,2.59,0.11,0.95,1.57,0.37,0.07,1.1,0.88,0.0,0.22,0.22,0.08,72.41,42.75,51.0,61.23,64.41,59.12,,50.72,41.31,Target Man
132,302,Forward,Bundesliga,P. Nebel,1. FSV Mainz 05,33,2355,4,44.0,18,10,5.73,5.75,5.63,38,21,13,18,18,116,1031,806,58,111,7,35,0.0,0.38,0.15,14,0.54,1.68,0.69,4.43,39.4,30.8,2.22,4.24,0.27,1.34,1.45,0.8,0.5,0.69,0.69,0.0,0.22,0.22,0.22,78.18,37.65,80.89,79.17,82.22,41.72,,59.49,67.95,Creative Forward
133,303,Forward,Bundesliga,M. Beier,Borussia Dortmund,30,1590,5,42.0,13,8,7.71,7.71,2.52,25,12,7,24,11,86,383,278,5,16,6,25,0.0,0.45,0.28,13,0.74,2.38,0.74,4.87,21.68,15.74,0.28,0.91,0.34,1.42,1.42,0.68,0.4,1.36,0.62,0.0,0.44,0.44,0.14,72.58,64.15,75.93,45.88,78.57,54.13,,64.66,80.81,Creative Forward
134,304,Forward,Bundesliga,T. Tomás,VfB Stuttgart,33,1896,1,42.0,20,6,5.42,5.43,1.48,32,15,9,9,14,118,448,323,32,22,4,20,0.0,0.28,0.05,7,0.33,1.99,0.95,5.6,21.27,15.33,1.52,1.04,0.19,0.95,1.52,0.71,0.43,0.43,0.66,0.0,0.26,0.26,0.07,72.1,51.42,50.29,57.83,81.52,49.53,,53.36,50.11,Target Man
135,305,Forward,Bundesliga,A. Sieb,1. FSV Mainz 05,34,772,2,29.0,7,2,2.82,2.82,0.55,10,7,1,15,6,49,185,132,3,6,3,8,0.0,0.23,0.23,4,0.47,3.38,0.82,5.71,21.57,15.39,0.35,0.7,0.35,0.93,1.17,0.82,0.12,1.75,0.7,0.0,0.33,0.33,0.06,71.35,55.44,51.2,42.17,61.03,65.51,,53.46,50.79,Target Man
140,310,Forward,Bundesliga,N. Weiper,1. FSV Mainz 05,29,710,2,22.0,12,3,4.1,4.1,0.72,5,5,2,34,5,50,164,114,3,6,4,10,0.0,0.38,0.25,5,0.63,2.79,1.52,6.34,20.79,14.45,0.38,0.76,0.51,1.27,0.63,0.63,0.25,4.31,0.63,0.0,0.52,0.52,0.09,69.51,90.14,68.43,39.95,48.57,81.63,,73.17,94.36,Target Man
141,311,Forward,Bundesliga,M. Moerstedt,TSG Hoffenheim,19,450,0,12.0,4,0,0.76,0.72,0.57,5,4,0,17,6,32,101,69,5,1,0,7,0.0,0.0,0.0,0,0.0,2.4,0.8,6.4,20.2,13.8,1.0,0.2,0.0,1.4,1.0,0.8,0.0,3.4,1.2,0.0,0.15,0.14,0.11,68.32,34.04,59.22,35.57,45.6,80.14,,47.01,34.31,Target Man
145,315,Goalkeeper,Bundesliga,M. Neuer,FC Bayern München,23,1980,0,0.0,0,0,0.0,0.0,0.02,1,14,0,5,0,7,842,716,270,0,1,1,32.0,0.0,0.0,0,0.0,0.0,0.0,0.32,38.27,32.55,12.27,0.0,0.05,0.05,0.05,0.64,0.0,0.23,0.0,1.45,0.0,0.0,0.0,85.04,,,,,,46.97,32.88,41.81,Sweeper Keeper
149,319,Goalkeeper,Bundesliga,P. Gulácsi,RB Leipzig,31,2632,0,0.0,0,0,0.0,0.0,0.01,1,29,0,11,0,13,761,604,267,0,0,0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.44,26.02,20.65,9.13,0.0,0.0,0.0,0.03,0.99,0.0,0.38,0.0,3.42,0.0,0.0,0.0,79.37,,,,,,87.21,61.05,94.08,Sweeper Keeper
150,320,Goalkeeper,Bundesliga,O. Baumann,TSG Hoffenheim,28,2520,0,0.0,0,0,0.0,0.0,0.63,2,30,0,9,0,18,938,615,517,0,1,3,92.0,0.0,0.0,0,0.0,0.0,0.0,0.64,33.5,21.96,18.46,0.0,0.04,0.11,0.07,1.07,0.0,0.32,0.0,3.29,0.0,0.0,0.02,65.57,,,,,,82.26,57.59,88.5,Goalkeeper
152,322,Goalkeeper,Bundesliga,T. Horn,VfL Bochum 1848,33,1170,0,0.0,0,0,0.0,0.0,0.06,0,14,0,5,0,5,469,255,357,0,0,1,33.0,0.0,0.0,0,0.0,0.0,0.0,0.38,36.08,19.62,27.46,0.0,0.0,0.08,0.0,1.08,0.0,0.38,0.0,2.54,0.0,0.0,0.0,54.37,,,,,,69.41,48.59,72.13,Goalkeeper
153,323,Goalkeeper,Bundesliga,P. Drewes,Borussia Dortmund,32,1800,0,0.0,0,0,0.0,0.0,0.01,0,17,0,3,0,6,750,483,492,0,0,0,51.0,0.0,0.0,0,0.0,0.0,0.0,0.3,37.5,24.15,24.6,0.0,0.0,0.0,0.0,0.85,0.0,0.15,0.0,2.55,0.0,0.0,0.0,64.4,,,,,,59.51,41.66,57.14,Goalkeeper
154,324,Goalkeeper,Bundesliga,M. Müller,VfL Wolfsburg,30,474,0,0.0,0,0,0.0,0.0,0.01,0,3,0,4,0,4,189,125,110,0,0,0,18.0,0.0,0.0,0,0.0,0.0,0.0,0.76,35.89,23.73,20.89,0.0,0.0,0.0,0.0,0.57,0.0,0.76,0.0,3.42,0.0,0.0,0.0,66.14,,,,,,90.66,63.46,97.21,Goalkeeper
155,325,Goalkeeper,Bundesliga,F. Rønnow,1. FC Union Berlin,27,2430,0,1.0,0,0,0.09,0.09,0.08,0,39,0,17,0,20,747,475,435,0,0,0,73.0,0.0,0.0,0,0.0,0.04,0.0,0.74,27.67,17.59,16.11,0.0,0.0,0.0,0.0,1.44,0.0,0.63,0.0,2.7,0.0,0.0,0.0,63.59,,,,,,75.09,52.56,79.09,Goalkeeper
162,332,Goalkeeper,Bundesliga,R. Zentner,1. FSV Mainz 05,32,2880,0,1.0,0,0,0.01,0.01,0.2,2,61,0,9,1,12,1024,604,627,0,1,3,102.0,0.0,0.0,0,0.0,0.03,0.0,0.38,32.0,18.88,19.59,0.0,0.03,0.09,0.06,1.91,0.0,0.28,0.03,3.19,0.0,0.0,0.01,58.98,,,,,,78.24,54.77,84.67,Goalkeeper
163,333,Goalkeeper,Bundesliga,M. Zetterer,Eintracht Frankfurt,34,3060,0,0.0,0,0,0.0,0.0,0.09,0,24,1,8,0,15,1123,848,475,0,0,0,104.0,0.0,0.0,0,0.0,0.0,0.0,0.44,33.03,24.94,13.97,0.0,0.0,0.0,0.0,0.71,0.03,0.24,0.0,3.06,0.0,0.0,0.0,75.51,,,,,,75.07,52.55,78.75,Sweeper Keeper
164,334,Goalkeeper,Bundesliga,G. Kobel,Borussia Dortmund,32,2880,0,0.0,0,0,0.0,0.0,0.0,0,32,1,5,0,9,1112,867,397,0,0,1,85.0,0.0,0.0,0,0.0,0.0,0.0,0.28,34.75,27.09,12.41,0.0,0.0,0.03,0.0,1.0,0.03,0.16,0.0,2.66,0.0,0.0,0.0,77.97,,,,,,61.34,42.94,61.32,Sweeper Keeper
165,335,Goalkeeper,Bundesliga,J. Omlin,Bayer 04 Leverkusen,23,979,0,0.0,0,0,0.0,0.0,0.0,0,10,0,2,0,4,463,329,221,0,0,0,46.0,0.0,0.0,0,0.0,0.0,0.0,0.37,42.56,30.25,20.32,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,4.23,0.0,0.0,0.0,71.06,,,,,,83.55,58.49,89.55,Goalkeeper
166,336,Goalkeeper,Bundesliga,M. Nicolas,Borussia M'gladbach,22,1640,0,0.0,0,0,0.0,0.0,0.0,0,15,1,7,0,7,706,585,241,0,0,0,70.0,0.0,0.0,0,0.0,0.0,0.0,0.38,38.74,32.1,13.23,0.0,0.0,0.0,0.0,0.82,0.05,0.38,0.0,3.84,0.0,0.0,0.0,82.86,,,,,,89.9,62.93,96.52,Sweeper Keeper
167,337,Goalkeeper,Bundesliga,A. Nübel,VfB Stuttgart,34,3060,1,0.0,0,0,0.0,0.0,0.13,0,26,0,5,0,9,1168,873,493,0,1,3,85.0,0.0,0.03,1,0.03,0.0,0.0,0.26,34.35,25.68,14.5,0.0,0.03,0.09,0.0,0.76,0.0,0.15,0.0,2.5,0.0,0.0,0.0,74.74,,,,,,57.56,40.29,55.75,Sweeper Keeper
168,338,Goalkeeper,Bundesliga,F. Dahmen,FC Augsburg,29,1710,0,0.0,0,0,0.0,0.0,0.02,1,22,0,6,0,7,708,478,387,0,0,0,65.0,0.0,0.0,0,0.0,0.0,0.0,0.37,37.26,25.16,20.37,0.0,0.0,0.0,0.05,1.16,0.0,0.32,0.0,3.42,0.0,0.0,0.0,67.51,,,,,,84.7,59.29,91.64,Goalkeeper
169,339,Goalkeeper,Bundesliga,F. Müller,SC Freiburg,28,752,0,0.0,0,0,0.0,0.0,0.04,0,7,0,0,0,1,296,178,174,0,0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.12,35.43,21.3,20.82,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,1.8,0.0,0.0,0.0,60.14,,,,,,38.07,26.65,36.93,Goalkeeper
170,340,Goalkeeper,Bundesliga,K. Grabara,VfL Wolfsburg,29,2586,0,0.0,0,0,0.0,0.0,0.1,0,33,0,9,0,13,1019,677,559,0,0,2,92.0,0.0,0.0,0,0.0,0.0,0.0,0.45,35.46,23.56,19.45,0.0,0.0,0.07,0.0,1.15,0.0,0.31,0.0,3.2,0.0,0.0,0.0,66.44,,,,,,80.33,56.23,87.46,Goalkeeper
174,344,Goalkeeper,Bundesliga,L. Philipp,TSG Hoffenheim,34,540,0,0.0,0,0,0.0,0.0,0.01,1,4,0,0,0,1,171,101,109,0,0,0,21.0,0.0,0.0,0,0.0,0.0,0.0,0.17,28.5,16.83,18.17,0.0,0.0,0.0,0.17,0.67,0.0,0.0,0.0,3.5,0.0,0.0,0.0,59.06,,,,,,69.41,48.59,72.13,Goalkeeper
175,345,Goalkeeper,Bundesliga,N. Labrović,FC Augsburg,34,1350,0,0.0,0,0,0.0,0.0,0.07,0,20,0,7,0,8,430,282,243,0,0,0,42.0,0.0,0.0,0,0.0,0.0,0.0,0.53,28.67,18.8,16.2,0.0,0.0,0.0,0.0,1.33,0.0,0.47,0.0,2.8,0.0,0.0,0.0,65.58,,,,,,76.2,53.34,80.84,Goalkeeper
176,346,Goalkeeper,Bundesliga,N. Atubolu,SC Freiburg,28,2308,0,0.0,0,0,0.0,0.0,0.05,0,21,0,10,0,10,1028,739,486,0,0,0,85.0,0.0,0.0,0,0.0,0.0,0.0,0.39,40.09,28.82,18.95,0.0,0.0,0.0,0.0,0.82,0.0,0.39,0.0,3.31,0.0,0.0,0.0,71.89,,,,,,85.87,60.11,92.33,Goalkeeper
179,349,Goalkeeper,Bundesliga,J. Urbig,FC Bayern München,13,720,0,0.0,0,0,0.0,0.0,0.13,0,13,0,2,0,2,253,199,97,0,0,0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.25,31.62,24.88,12.12,0.0,0.0,0.0,0.0,1.62,0.0,0.25,0.0,2.12,0.0,0.0,0.02,78.66,,,,,,55.52,38.87,51.39,Sweeper Keeper
180,350,Goalkeeper,Bundesliga,K. Santos,Eintracht Frankfurt,29,765,0,0.0,0,0,0.0,0.0,0.0,0,14,0,8,0,9,258,172,131,0,0,1,37.0,0.0,0.0,0,0.0,0.0,0.0,1.06,30.35,20.24,15.41,0.0,0.0,0.12,0.0,1.65,0.0,0.94,0.0,4.35,0.0,0.0,0.0,66.67,,,,,,96.13,67.29,99.3,Goalkeeper
184,354,Midfielder,Bundesliga,C. Trimmel,1. FC Union Berlin,32,1743,3,9.0,3,0,0.23,0.23,3.23,38,86,18,24,2,68,515,341,111,111,2,36,0.0,0.0,0.15,3,0.15,0.46,0.15,3.51,26.59,17.61,5.73,5.73,0.1,1.86,1.96,4.44,0.93,1.24,0.1,0.0,0.01,0.01,0.17,66.21,20.94,70.81,55.52,74.48,45.42,,56.43,63.72,Attacking Midfielder
185,355,Midfielder,Bundesliga,N. Höfler,SC Freiburg,34,787,0,4.0,0,0,0.23,0.23,0.34,33,28,14,28,3,70,373,325,9,1,0,3,0.0,0.0,0.0,0,0.0,0.46,0.0,8.01,42.66,37.17,1.03,0.11,0.0,0.34,3.77,3.2,1.6,3.2,0.34,0.0,0.03,0.03,0.04,87.13,16.37,18.47,45.28,96.1,95.15,,51.88,45.1,Defensive Midfielder
186,356,Midfielder,Bundesliga,M. Götze,Eintracht Frankfurt,28,1546,2,8.0,5,3,2.95,2.95,1.84,41,7,7,3,1,68,798,647,41,39,5,34,0.0,0.17,0.12,5,0.29,0.47,0.29,3.96,46.46,37.66,2.39,2.27,0.29,1.98,2.39,0.41,0.41,0.17,0.06,0.0,0.17,0.17,0.11,81.08,61.18,73.09,51.08,45.13,23.87,,52.83,48.44,Attacking Midfielder
187,357,Midfielder,Bundesliga,K. Kampl,RB Leipzig,28,1596,0,7.0,2,1,0.82,0.82,2.68,27,24,24,3,2,50,1131,1030,44,29,2,16,0.0,0.06,0.0,1,0.06,0.39,0.11,2.82,63.78,58.08,2.48,1.64,0.11,0.9,1.52,1.35,1.35,0.17,0.11,0.0,0.05,0.05,0.15,91.07,28.92,54.62,70.89,61.29,14.6,,50.17,40.8,Defensive Midfielder
